#data format:	time, trigger pressure,	WG1,	WG2,	WG3,	WG4,	WG5,	WG6,	PP1,	PP2,	PP3,	PP4,	PP5,	PP6,	PP7,	PP8,	PP9
1.35	82.25	-0.0011	0.1079	0.0658	0.2437	0.1938	0.1381	0.011	0.031	0.146	0.584	0.67	0.497	0.145	0.021	0.016
1.351	82.25	-0.0011	0.1039	0.0618	0.2437	0.1898	0.1381	0.011	0.031	0.146	0.584	0.668	0.498	0.144	0.021	0.016
1.352	82	-0.0051	0.0999	0.0618	0.2515	0.1898	0.1342	0.01	0.031	0.146	0.584	0.668	0.502	0.142	0.022	0.016
1.353	82	-0.0011	0.0999	0.0738	0.2634	0.1859	0.1381	0.01	0.031	0.147	0.583	0.667	0.505	0.14	0.021	0.016
1.354	82.25	-0.0011	0.1039	0.0778	0.2673	0.1859	0.1421	0.01	0.031	0.146	0.583	0.669	0.505	0.142	0.021	0.016
1.355	82.25	0.0068	0.1079	0.0818	0.2673	0.1938	0.15	0.011	0.031	0.146	0.584	0.669	0.505	0.143	0.021	0.015
1.356	82	0.0068	0.1079	0.0778	0.2673	0.1978	0.15	0.009	0.03	0.146	0.584	0.668	0.505	0.143	0.021	0.015
1.357	82	0.0108	0.1118	0.0738	0.2752	0.2058	0.1461	0.01	0.031	0.146	0.585	0.667	0.504	0.142	0.021	0.015
1.358	82.25	0.0068	0.1118	0.0738	0.2831	0.2018	0.15	0.01	0.031	0.146	0.584	0.667	0.504	0.139	0.022	0.016
1.359	82.25	0.0148	0.1158	0.0778	0.2831	0.1978	0.154	0.01	0.03	0.145	0.584	0.667	0.503	0.14	0.022	0.016
1.36	82.25	0.0227	0.1118	0.0778	0.2792	0.1978	0.154	0.009	0.03	0.146	0.584	0.667	0.502	0.145	0.022	0.016
1.361	82	0.0267	0.1079	0.0698	0.2752	0.1898	0.15	0.009	0.03	0.146	0.584	0.667	0.5	0.147	0.021	0.016
1.362	82.25	0.0227	0.096	0.0738	0.2752	0.1859	0.1461	0.01	0.03	0.146	0.583	0.668	0.499	0.145	0.022	0.016
1.363	82.5	0.0306	0.0999	0.0738	0.2831	0.1898	0.1421	0.01	0.031	0.147	0.583	0.668	0.499	0.142	0.022	0.016
1.364	82.5	0.0346	0.1079	0.0778	0.2871	0.1898	0.15	0.01	0.031	0.146	0.583	0.669	0.5	0.139	0.022	0.017
1.365	82.25	0.0306	0.1118	0.0778	0.291	0.1898	0.158	0.01	0.031	0.146	0.583	0.669	0.499	0.137	0.022	0.016
1.366	82.25	0.0227	0.1158	0.0818	0.291	0.1978	0.1659	0.01	0.03	0.146	0.583	0.67	0.499	0.14	0.022	0.016
1.367	82.5	0.0108	0.1197	0.0818	0.295	0.1978	0.1619	0.01	0.031	0.146	0.583	0.671	0.499	0.141	0.023	0.016
1.368	82.5	0.0108	0.1197	0.0818	0.291	0.2018	0.158	0.01	0.031	0.146	0.583	0.671	0.498	0.138	0.023	0.016
1.369	82.5	0.0108	0.1158	0.0778	0.2752	0.1978	0.15	0.01	0.031	0.146	0.584	0.671	0.498	0.134	0.023	0.016
1.37	82.25	0.0108	0.1079	0.0698	0.2673	0.1898	0.1421	0.01	0.031	0.146	0.584	0.671	0.498	0.135	0.023	0.016
1.371	82.25	0.0068	0.1079	0.0698	0.2673	0.1898	0.1421	0.011	0.03	0.145	0.584	0.671	0.497	0.137	0.022	0.016
1.372	82.5	0.0029	0.1039	0.0698	0.2713	0.1938	0.1461	0.01	0.03	0.145	0.584	0.67	0.498	0.141	0.023	0.016
1.373	82.5	-0.009	0.0881	0.0738	0.2673	0.1938	0.1421	0.01	0.031	0.145	0.585	0.67	0.5	0.142	0.023	0.016
1.374	82.5	-0.009	0.096	0.0778	0.2594	0.2018	0.1461	0.009	0.031	0.146	0.584	0.67	0.503	0.142	0.023	0.016
1.375	82.25	0.0029	0.0999	0.0778	0.2515	0.1978	0.1461	0.01	0.031	0.146	0.584	0.671	0.504	0.143	0.023	0.016
1.376	82.25	0.0068	0.1039	0.0818	0.2555	0.1978	0.1461	0.009	0.031	0.146	0.585	0.672	0.504	0.147	0.023	0.016
1.377	82.5	0.0187	0.1118	0.0818	0.2634	0.1978	0.15	0.009	0.031	0.146	0.584	0.67	0.502	0.151	0.023	0.015
1.378	82.5	0.0148	0.1197	0.0818	0.2792	0.1978	0.1619	0.01	0.031	0.146	0.584	0.667	0.498	0.152	0.023	0.016
1.379	82.25	0.0108	0.1237	0.0778	0.2871	0.1938	0.158	0.01	0.031	0.146	0.583	0.665	0.496	0.152	0.023	0.016
1.38	82.25	0.0148	0.1118	0.0738	0.2831	0.1898	0.154	0.01	0.031	0.146	0.583	0.663	0.497	0.153	0.023	0.016
1.381	82.5	0.0068	0.0999	0.0658	0.2831	0.1938	0.15	0.011	0.031	0.147	0.584	0.663	0.496	0.152	0.023	0.015
1.382	82.5	0.0029	0.0999	0.0698	0.2831	0.1898	0.15	0.011	0.031	0.146	0.584	0.664	0.496	0.15	0.023	0.015
1.383	82.5	0.0029	0.0999	0.0738	0.291	0.1978	0.15	0.011	0.032	0.146	0.584	0.664	0.494	0.147	0.023	0.015
1.384	82.25	0.0029	0.1039	0.0778	0.295	0.1978	0.1461	0.011	0.032	0.145	0.583	0.664	0.493	0.145	0.022	0.015
1.385	82.25	0.0068	0.1039	0.0818	0.2831	0.1898	0.15	0.01	0.032	0.145	0.583	0.665	0.493	0.149	0.022	0.015
1.386	82.5	0.0187	0.1079	0.0897	0.2713	0.1938	0.15	0.01	0.032	0.145	0.583	0.666	0.494	0.152	0.023	0.015
1.387	82.5	0.0227	0.1118	0.0857	0.2713	0.1978	0.158	0.01	0.032	0.145	0.583	0.667	0.495	0.148	0.023	0.015
1.388	82.25	0.0267	0.1197	0.0857	0.2713	0.1978	0.1619	0.011	0.032	0.146	0.583	0.667	0.496	0.14	0.023	0.015
1.389	82.25	0.0148	0.1237	0.0818	0.2673	0.2018	0.1619	0.011	0.033	0.146	0.583	0.667	0.496	0.134	0.024	0.015
1.39	82.5	-0.0011	0.1079	0.0778	0.2594	0.1938	0.158	0.011	0.032	0.146	0.584	0.666	0.496	0.137	0.023	0.015
1.391	82.5	-0.009	0.096	0.0778	0.2594	0.1938	0.154	0.011	0.032	0.146	0.584	0.666	0.495	0.14	0.023	0.015
1.392	82.5	-0.0051	0.0999	0.0658	0.2555	0.1938	0.154	0.011	0.032	0.144	0.584	0.667	0.495	0.14	0.023	0.015
1.393	82.25	-0.0011	0.0999	0.0618	0.2476	0.1938	0.15	0.011	0.033	0.146	0.584	0.667	0.495	0.139	0.023	0.015
1.394	82.25	0.0068	0.0999	0.0578	0.2476	0.1898	0.154	0.011	0.033	0.146	0.584	0.668	0.495	0.136	0.023	0.015
1.395	82.5	0.0068	0.1079	0.0618	0.2476	0.1938	0.154	0.011	0.032	0.145	0.583	0.669	0.496	0.134	0.023	0.014
1.396	82.25	0.0068	0.1158	0.0698	0.2634	0.1978	0.1619	0.011	0.032	0.145	0.583	0.669	0.499	0.133	0.023	0.014
1.397	82.25	0.0108	0.1197	0.0778	0.2713	0.2058	0.1659	0.012	0.032	0.146	0.583	0.667	0.501	0.133	0.023	0.015
1.398	82	0.0227	0.1197	0.0818	0.2713	0.2058	0.1659	0.011	0.033	0.146	0.583	0.667	0.504	0.134	0.024	0.015
1.399	82.25	0.0346	0.1158	0.0818	0.2673	0.2018	0.1659	0.011	0.032	0.146	0.583	0.667	0.505	0.136	0.024	0.015
1.4	82.25	0.0267	0.1118	0.0778	0.2713	0.1938	0.1619	0.011	0.032	0.145	0.582	0.668	0.504	0.139	0.023	0.015
1.401	82.25	0.0187	0.1039	0.0738	0.2792	0.1859	0.158	0.012	0.032	0.145	0.582	0.668	0.503	0.139	0.023	0.014
1.402	82.25	0.0068	0.1039	0.0738	0.2831	0.1898	0.158	0.012	0.032	0.146	0.582	0.667	0.502	0.14	0.023	0.013
1.403	82	-0.0011	0.1079	0.0698	0.2871	0.1898	0.15	0.011	0.031	0.146	0.581	0.667	0.5	0.139	0.022	0.013
1.404	82.25	0.0029	0.1158	0.0698	0.2792	0.1938	0.154	0.011	0.031	0.145	0.582	0.667	0.499	0.135	0.023	0.014
1.405	82.5	0.0068	0.1118	0.0698	0.2713	0.1978	0.158	0.011	0.032	0.146	0.581	0.669	0.497	0.13	0.023	0.015
1.406	82.5	0.0148	0.1118	0.0778	0.2673	0.2018	0.1659	0.011	0.033	0.146	0.581	0.668	0.496	0.128	0.022	0.015
1.407	82.25	0.0108	0.1197	0.0818	0.2634	0.2058	0.1659	0.012	0.032	0.146	0.581	0.666	0.495	0.13	0.022	0.015
1.408	82.25	-0.0051	0.1197	0.0857	0.2752	0.2098	0.1659	0.012	0.032	0.145	0.581	0.665	0.493	0.136	0.022	0.015
1.409	82.5	-0.0051	0.1237	0.0818	0.2792	0.2058	0.1619	0.012	0.033	0.145	0.581	0.666	0.493	0.14	0.022	0.015
1.41	82.5	-0.0051	0.1158	0.0818	0.2752	0.2018	0.1619	0.012	0.032	0.145	0.581	0.667	0.495	0.139	0.022	0.016
1.411	82.5	-0.009	0.0999	0.0778	0.2673	0.1938	0.154	0.011	0.032	0.146	0.581	0.667	0.496	0.134	0.022	0.015
1.412	82.25	-0.0051	0.0999	0.0818	0.2594	0.1898	0.1461	0.011	0.032	0.146	0.581	0.666	0.498	0.135	0.022	0.015
1.413	82.25	-0.0011	0.1079	0.0818	0.2594	0.1938	0.15	0.011	0.032	0.146	0.581	0.665	0.5	0.139	0.022	0.015
1.414	82.5	-0.0011	0.1118	0.0818	0.2555	0.1978	0.154	0.011	0.031	0.145	0.581	0.666	0.501	0.146	0.021	0.015
1.415	82.5	-0.009	0.1079	0.0818	0.2515	0.2058	0.158	0.011	0.031	0.145	0.581	0.666	0.501	0.151	0.021	0.015
1.416	82.5	-0.009	0.1118	0.0857	0.2476	0.2098	0.1659	0.011	0.031	0.145	0.581	0.665	0.503	0.152	0.022	0.015
1.417	82.25	-0.013	0.1158	0.0818	0.2476	0.2098	0.1698	0.011	0.031	0.145	0.581	0.664	0.503	0.15	0.022	0.014
1.418	82.5	-0.009	0.1118	0.0818	0.2515	0.2098	0.1698	0.012	0.031	0.145	0.581	0.663	0.502	0.147	0.023	0.015
1.419	82.75	0.0029	0.1118	0.0818	0.2515	0.2018	0.1698	0.012	0.031	0.145	0.581	0.663	0.501	0.147	0.023	0.015
1.42	82.5	-0.0051	0.1079	0.0818	0.2437	0.1938	0.1619	0.011	0.031	0.144	0.582	0.664	0.501	0.15	0.023	0.015
1.421	82.5	-0.013	0.1039	0.0818	0.2318	0.1938	0.154	0.011	0.032	0.144	0.583	0.665	0.5	0.155	0.023	0.015
1.422	82.5	-0.013	0.1079	0.0818	0.2279	0.1938	0.154	0.01	0.031	0.144	0.582	0.666	0.498	0.157	0.023	0.015
1.423	82.75	-0.0051	0.1118	0.0897	0.2318	0.1978	0.154	0.01	0.032	0.145	0.582	0.667	0.497	0.156	0.023	0.016
1.424	82.75	-0.0051	0.1079	0.0897	0.2437	0.1978	0.1619	0.01	0.031	0.145	0.582	0.667	0.497	0.155	0.023	0.016
1.425	82.5	-0.009	0.1079	0.0857	0.2515	0.2018	0.1659	0.01	0.031	0.145	0.582	0.667	0.498	0.154	0.023	0.015
1.426	82.5	-0.013	0.1118	0.0818	0.2673	0.2018	0.1698	0.01	0.031	0.145	0.582	0.666	0.501	0.15	0.023	0.016
1.427	82.75	-0.009	0.1118	0.0818	0.2752	0.2018	0.1738	0.011	0.031	0.145	0.581	0.667	0.502	0.146	0.023	0.016
1.428	82.75	-0.0011	0.1158	0.0897	0.2673	0.2058	0.1738	0.01	0.031	0.145	0.581	0.667	0.504	0.145	0.023	0.016
1.429	82.75	0.0108	0.1237	0.0857	0.2594	0.2018	0.1738	0.011	0.032	0.144	0.581	0.667	0.503	0.145	0.023	0.017
1.43	82.75	0.0108	0.1158	0.0857	0.2555	0.1978	0.1659	0.011	0.031	0.145	0.58	0.666	0.502	0.146	0.023	0.018
1.431	82.5	0.0068	0.1158	0.0818	0.2594	0.1938	0.158	0.011	0.031	0.144	0.579	0.665	0.499	0.147	0.023	0.017
1.432	82.75	0.0029	0.1118	0.0857	0.2673	0.1898	0.154	0.01	0.032	0.144	0.579	0.665	0.496	0.149	0.023	0.017
1.433	83	0.0029	0.1118	0.0897	0.2752	0.1938	0.15	0.01	0.031	0.145	0.58	0.663	0.495	0.151	0.023	0.016
1.434	82.75	0.0108	0.1079	0.0937	0.2713	0.1978	0.15	0.01	0.031	0.145	0.58	0.662	0.496	0.156	0.023	0.016
1.435	82.75	0.0148	0.1079	0.0897	0.2634	0.1938	0.158	0.01	0.031	0.146	0.579	0.661	0.498	0.16	0.024	0.016
1.436	82.75	0.0148	0.1079	0.0818	0.2555	0.1978	0.1659	0.009	0.031	0.145	0.579	0.662	0.5	0.162	0.024	0.015
1.437	82.75	0.0068	0.1079	0.0897	0.2555	0.2018	0.1738	0.01	0.031	0.144	0.579	0.664	0.501	0.159	0.024	0.015
1.438	82.75	0.0029	0.1118	0.0937	0.2673	0.2058	0.1738	0.01	0.032	0.144	0.579	0.665	0.502	0.155	0.024	0.015
1.439	82.75	0.0029	0.1158	0.0937	0.2792	0.2058	0.1659	0.01	0.032	0.144	0.58	0.664	0.503	0.153	0.024	0.015
1.44	82.5	0.0029	0.1079	0.0977	0.2831	0.2058	0.1619	0.01	0.032	0.145	0.58	0.663	0.505	0.152	0.024	0.015
1.441	82.5	-0.0051	0.1079	0.0897	0.2831	0.2018	0.1619	0.01	0.031	0.144	0.58	0.663	0.505	0.151	0.025	0.015
1.442	82.75	-0.009	0.1039	0.0857	0.2752	0.1978	0.1619	0.01	0.031	0.144	0.579	0.663	0.505	0.15	0.024	0.015
1.443	82.75	-0.017	0.096	0.0818	0.2673	0.2018	0.158	0.01	0.032	0.144	0.579	0.661	0.503	0.153	0.024	0.016
1.444	82.5	-0.009	0.1039	0.0818	0.2634	0.2018	0.1619	0.011	0.032	0.145	0.578	0.659	0.503	0.156	0.023	0.016
1.445	82.5	0.0029	0.1118	0.0857	0.2634	0.2018	0.1619	0.011	0.031	0.145	0.578	0.657	0.502	0.157	0.023	0.015
1.446	82.75	0.0108	0.1197	0.0897	0.2673	0.2018	0.1619	0.011	0.031	0.144	0.578	0.656	0.503	0.154	0.023	0.016
1.447	82.75	0.0108	0.1158	0.1017	0.2792	0.2018	0.1659	0.011	0.031	0.144	0.578	0.657	0.505	0.15	0.023	0.016
1.448	82.75	0.0068	0.1237	0.1097	0.2871	0.2058	0.1738	0.011	0.032	0.144	0.577	0.658	0.506	0.148	0.023	0.016
1.449	82.5	0.0108	0.1197	0.1097	0.291	0.2058	0.1778	0.011	0.032	0.145	0.577	0.658	0.506	0.149	0.024	0.015
1.45	82.5	0.0108	0.1158	0.1057	0.291	0.2058	0.1738	0.011	0.031	0.144	0.576	0.657	0.506	0.147	0.024	0.016
1.451	82.75	0.0108	0.1079	0.0977	0.2831	0.2058	0.1738	0.01	0.032	0.144	0.577	0.656	0.505	0.144	0.025	0.016
1.452	82.75	0.0029	0.1158	0.0937	0.2673	0.2058	0.1659	0.01	0.032	0.144	0.577	0.656	0.504	0.139	0.025	0.016
1.453	82.5	-0.0011	0.1158	0.0897	0.2673	0.2058	0.1619	0.011	0.032	0.144	0.577	0.657	0.502	0.134	0.025	0.016
1.454	82.5	-0.0011	0.1158	0.0937	0.2713	0.2018	0.1698	0.011	0.032	0.144	0.577	0.659	0.5	0.134	0.025	0.015
1.455	82.75	0.0029	0.1158	0.0897	0.2792	0.2058	0.1738	0.012	0.032	0.144	0.577	0.659	0.5	0.136	0.025	0.015
1.456	82.75	0.0108	0.1158	0.0897	0.2792	0.2098	0.1778	0.012	0.032	0.144	0.577	0.66	0.502	0.133	0.024	0.015
1.457	82.5	0.0227	0.1158	0.0937	0.2871	0.2098	0.1778	0.012	0.032	0.144	0.579	0.66	0.504	0.13	0.024	0.015
1.458	82.5	0.0108	0.1237	0.0977	0.2871	0.2058	0.1738	0.012	0.031	0.143	0.578	0.66	0.505	0.13	0.024	0.015
1.459	82.5	-0.0011	0.1237	0.0937	0.2871	0.2058	0.1738	0.011	0.032	0.142	0.578	0.66	0.503	0.133	0.025	0.015
1.46	82.5	-0.0051	0.1158	0.0857	0.2713	0.2058	0.1659	0.011	0.031	0.142	0.578	0.661	0.502	0.139	0.025	0.016
1.461	82.75	-0.009	0.1079	0.0818	0.2634	0.1978	0.1659	0.011	0.031	0.143	0.578	0.662	0.502	0.14	0.025	0.015
1.462	82.5	-0.0051	0.1079	0.0857	0.2594	0.1938	0.1659	0.011	0.031	0.144	0.577	0.662	0.501	0.14	0.025	0.015
1.463	82.25	0.0029	0.1197	0.0818	0.2634	0.1978	0.1698	0.011	0.032	0.144	0.577	0.66	0.501	0.141	0.024	0.014
1.464	82.5	0.0029	0.1237	0.0818	0.2752	0.1978	0.1738	0.011	0.032	0.143	0.577	0.658	0.501	0.146	0.024	0.014
1.465	82.75	-0.0011	0.1276	0.0778	0.2792	0.1978	0.1778	0.011	0.032	0.143	0.577	0.658	0.5	0.153	0.025	0.014
1.466	82.75	0.0029	0.1237	0.0778	0.2752	0.2018	0.1778	0.01	0.031	0.143	0.577	0.658	0.5	0.158	0.024	0.015
1.467	82.5	0.0068	0.1276	0.0818	0.2792	0.2058	0.1857	0.011	0.031	0.143	0.577	0.658	0.499	0.157	0.025	0.015
1.468	82.25	0.0029	0.1237	0.0897	0.2831	0.2058	0.1817	0.011	0.032	0.143	0.577	0.657	0.497	0.154	0.025	0.016
1.469	82.5	0.0029	0.1237	0.0937	0.2792	0.2058	0.1738	0.011	0.032	0.142	0.577	0.657	0.496	0.15	0.025	0.017
1.47	82.75	0.0068	0.1237	0.0897	0.2634	0.2018	0.1698	0.011	0.032	0.142	0.577	0.658	0.498	0.148	0.025	0.016
1.471	82.75	-0.009	0.1197	0.0857	0.2515	0.1978	0.1659	0.011	0.033	0.142	0.577	0.658	0.501	0.15	0.025	0.016
1.472	82.5	-0.013	0.1118	0.0897	0.2515	0.1978	0.1619	0.011	0.032	0.142	0.577	0.659	0.503	0.154	0.025	0.016
1.473	82.5	-0.017	0.1118	0.1017	0.2634	0.1938	0.1698	0.011	0.032	0.144	0.577	0.659	0.503	0.154	0.026	0.016
1.474	82.75	-0.009	0.1237	0.1057	0.2752	0.1978	0.1698	0.011	0.032	0.143	0.577	0.658	0.504	0.153	0.025	0.016
1.475	82.75	-0.0011	0.1197	0.1057	0.2752	0.1938	0.1698	0.011	0.032	0.142	0.578	0.658	0.504	0.154	0.025	0.016
1.476	82.75	0.0068	0.1158	0.1137	0.2673	0.1938	0.1738	0.011	0.031	0.143	0.577	0.658	0.505	0.154	0.025	0.016
1.477	82.5	0.0068	0.1197	0.1137	0.2634	0.1978	0.1738	0.012	0.033	0.143	0.578	0.657	0.506	0.15	0.025	0.016
1.478	82.75	0.0108	0.1197	0.1097	0.2634	0.2018	0.1778	0.011	0.032	0.142	0.577	0.656	0.506	0.145	0.025	0.016
1.479	83	0.0108	0.1197	0.0977	0.2634	0.1978	0.1778	0.011	0.032	0.142	0.577	0.656	0.505	0.143	0.025	0.016
1.48	82.75	0.0148	0.1118	0.0937	0.2713	0.1978	0.1817	0.011	0.032	0.142	0.577	0.657	0.503	0.145	0.025	0.016
1.481	82.75	0.0148	0.1118	0.0857	0.2752	0.1978	0.1738	0.012	0.033	0.142	0.577	0.657	0.503	0.146	0.025	0.016
1.482	82.5	0.0108	0.1079	0.0897	0.2792	0.1898	0.1698	0.011	0.033	0.143	0.576	0.657	0.507	0.149	0.024	0.016
1.483	82.75	0.0029	0.1079	0.0977	0.2752	0.1898	0.1698	0.011	0.033	0.143	0.577	0.658	0.509	0.15	0.025	0.016
1.484	83	-0.0011	0.1079	0.1017	0.2673	0.1898	0.1659	0.011	0.033	0.144	0.576	0.66	0.509	0.145	0.026	0.017
1.485	82.75	-0.0051	0.1197	0.1097	0.2752	0.1938	0.1698	0.011	0.033	0.144	0.576	0.659	0.507	0.14	0.026	0.017
1.486	82.5	-0.0011	0.1197	0.1017	0.2831	0.1938	0.1698	0.011	0.033	0.144	0.575	0.658	0.506	0.138	0.027	0.017
1.487	82.75	0.0029	0.1237	0.0977	0.291	0.1978	0.1778	0.011	0.033	0.143	0.574	0.658	0.505	0.14	0.026	0.016
1.488	82.75	-0.0011	0.1276	0.0977	0.2871	0.2058	0.1778	0.011	0.032	0.144	0.574	0.657	0.505	0.146	0.026	0.016
1.489	83	-0.009	0.1237	0.0937	0.2713	0.2098	0.1817	0.011	0.032	0.144	0.574	0.657	0.505	0.152	0.026	0.016
1.49	82.75	-0.017	0.1158	0.0937	0.2634	0.2058	0.1817	0.011	0.032	0.143	0.574	0.657	0.505	0.156	0.026	0.016
1.491	82.75	-0.0249	0.1079	0.0857	0.2594	0.2058	0.1738	0.012	0.033	0.143	0.575	0.656	0.505	0.16	0.025	0.016
1.492	82.75	-0.0209	0.1079	0.0857	0.2713	0.2018	0.1698	0.011	0.033	0.142	0.575	0.656	0.505	0.162	0.024	0.016
1.493	83	-0.013	0.1158	0.0897	0.2752	0.1978	0.1738	0.01	0.033	0.142	0.576	0.658	0.506	0.162	0.024	0.016
1.494	83	-0.0051	0.1158	0.0937	0.2752	0.1978	0.1698	0.011	0.032	0.142	0.576	0.66	0.506	0.161	0.025	0.016
1.495	83	-0.0011	0.1158	0.0977	0.2673	0.2018	0.1698	0.011	0.033	0.142	0.576	0.66	0.507	0.163	0.026	0.016
1.496	82.75	-0.0011	0.1197	0.1017	0.2713	0.2018	0.1698	0.011	0.032	0.142	0.576	0.658	0.505	0.163	0.026	0.015
1.497	83	-0.0011	0.1237	0.1057	0.2713	0.2018	0.1738	0.011	0.032	0.142	0.576	0.657	0.502	0.159	0.026	0.015
1.498	83.25	-0.009	0.1197	0.1057	0.2752	0.2098	0.1778	0.01	0.033	0.142	0.576	0.657	0.499	0.155	0.025	0.016
1.499	83	-0.009	0.1237	0.1017	0.2792	0.2058	0.1817	0.01	0.033	0.142	0.575	0.657	0.499	0.151	0.025	0.016
1.5	82.75	-0.009	0.1158	0.0937	0.2792	0.2018	0.1778	0.011	0.032	0.142	0.575	0.657	0.499	0.15	0.026	0.016
1.501	82.75	-0.009	0.1039	0.0897	0.2752	0.1978	0.1778	0.011	0.032	0.142	0.574	0.655	0.499	0.148	0.026	0.015
1.502	83	-0.009	0.0999	0.0937	0.2713	0.1978	0.1857	0.011	0.032	0.142	0.574	0.654	0.501	0.148	0.027	0.015
1.503	83.25	-0.009	0.1079	0.1057	0.2713	0.1978	0.1817	0.011	0.033	0.142	0.574	0.654	0.5	0.153	0.027	0.016
1.504	83	-0.013	0.1079	0.1057	0.2752	0.1978	0.1817	0.01	0.033	0.141	0.574	0.655	0.499	0.156	0.026	0.016
1.505	82.75	-0.009	0.1118	0.1097	0.2752	0.2018	0.1817	0.01	0.034	0.141	0.575	0.655	0.499	0.156	0.025	0.016
1.506	83	-0.009	0.1197	0.1137	0.2673	0.2058	0.1817	0.01	0.033	0.141	0.575	0.654	0.501	0.156	0.025	0.017
1.507	83	-0.0011	0.1237	0.1097	0.2713	0.2098	0.1817	0.011	0.033	0.141	0.574	0.652	0.502	0.156	0.025	0.017
1.508	83	0.0029	0.1237	0.1017	0.2831	0.2098	0.1897	0.011	0.033	0.141	0.574	0.652	0.503	0.155	0.025	0.017
1.509	82.75	0.0029	0.1237	0.1017	0.291	0.2058	0.1897	0.012	0.032	0.142	0.574	0.652	0.502	0.157	0.025	0.017
1.51	82.75	0.0068	0.1237	0.0937	0.295	0.1978	0.1857	0.011	0.033	0.142	0.573	0.653	0.501	0.163	0.025	0.016
1.511	83	0.0068	0.1197	0.0937	0.295	0.1978	0.1817	0.01	0.032	0.142	0.573	0.653	0.499	0.165	0.026	0.016
1.512	83	0.0029	0.1118	0.0897	0.295	0.1978	0.1778	0.01	0.032	0.142	0.573	0.654	0.5	0.163	0.026	0.015
1.513	82.75	-0.009	0.1197	0.0818	0.291	0.2018	0.1778	0.01	0.032	0.141	0.574	0.653	0.501	0.156	0.025	0.016
1.514	82.75	-0.013	0.1197	0.0818	0.291	0.2018	0.1778	0.01	0.031	0.141	0.574	0.652	0.504	0.151	0.026	0.015
1.515	82.75	-0.013	0.1158	0.0857	0.2871	0.2058	0.1778	0.01	0.032	0.141	0.574	0.652	0.506	0.149	0.025	0.016
1.516	83	-0.009	0.1197	0.1017	0.2752	0.2098	0.1778	0.01	0.032	0.141	0.574	0.652	0.507	0.151	0.025	0.016
1.517	83	0.0029	0.1316	0.1097	0.2634	0.2098	0.1817	0.01	0.032	0.141	0.574	0.653	0.506	0.156	0.025	0.016
1.518	82.75	0.0148	0.1356	0.1097	0.2673	0.2098	0.1857	0.01	0.032	0.142	0.574	0.654	0.506	0.161	0.026	0.016
1.519	82.75	0.0148	0.1276	0.1057	0.2792	0.2058	0.1857	0.011	0.032	0.142	0.574	0.655	0.505	0.161	0.027	0.017
1.52	83	0.0148	0.1276	0.1017	0.2792	0.2058	0.1778	0.01	0.032	0.142	0.575	0.654	0.504	0.16	0.028	0.016
1.521	83	0.0108	0.1276	0.1017	0.2831	0.2018	0.1778	0.011	0.032	0.141	0.574	0.652	0.503	0.162	0.027	0.016
1.522	83	0.0029	0.1237	0.1057	0.2792	0.1978	0.1778	0.011	0.033	0.141	0.574	0.651	0.505	0.161	0.028	0.016
1.523	82.75	-0.0011	0.1197	0.1177	0.2752	0.2018	0.1817	0.011	0.033	0.141	0.573	0.651	0.505	0.156	0.028	0.016
1.524	82.75	0.0029	0.1237	0.1177	0.2673	0.1978	0.1817	0.011	0.033	0.141	0.573	0.653	0.505	0.151	0.028	0.017
1.525	83	-0.0011	0.1276	0.1177	0.2713	0.2018	0.1778	0.011	0.033	0.141	0.573	0.654	0.505	0.149	0.027	0.017
1.526	83.25	0.0029	0.1276	0.1137	0.2792	0.2018	0.1817	0.01	0.034	0.141	0.573	0.654	0.505	0.151	0.027	0.017
1.527	83	0.0108	0.1316	0.1097	0.2989	0.2098	0.1897	0.01	0.034	0.141	0.573	0.653	0.505	0.155	0.027	0.017
1.528	82.75	0.0187	0.1316	0.1057	0.2989	0.2177	0.1897	0.01	0.034	0.141	0.573	0.652	0.505	0.155	0.027	0.018
1.529	83	0.0187	0.1276	0.1017	0.2989	0.2098	0.1897	0.011	0.034	0.141	0.573	0.652	0.505	0.154	0.027	0.017
1.53	83	0.0068	0.1237	0.1057	0.2871	0.2058	0.1897	0.011	0.032	0.141	0.573	0.653	0.506	0.154	0.027	0.018
1.531	83.25	-0.009	0.1197	0.1017	0.2792	0.2018	0.1857	0.011	0.033	0.141	0.572	0.654	0.505	0.156	0.027	0.017
1.532	83	-0.009	0.1118	0.1017	0.2673	0.1978	0.1857	0.011	0.032	0.141	0.571	0.654	0.505	0.161	0.027	0.017
1.533	82.75	-0.0011	0.1079	0.1057	0.2634	0.1938	0.1857	0.011	0.033	0.141	0.57	0.653	0.505	0.162	0.028	0.017
1.534	83.25	0.0148	0.1197	0.1097	0.2634	0.1938	0.1897	0.011	0.033	0.141	0.57	0.653	0.507	0.158	0.028	0.018
1.535	83.25	0.0267	0.1276	0.1137	0.2792	0.1978	0.1936	0.011	0.033	0.141	0.57	0.653	0.507	0.153	0.029	0.017
1.536	83.25	0.0187	0.1276	0.1177	0.291	0.2018	0.1936	0.011	0.033	0.141	0.57	0.653	0.509	0.154	0.03	0.017
1.537	83	-0.0011	0.1316	0.1177	0.3068	0.2058	0.1976	0.011	0.032	0.141	0.57	0.652	0.508	0.156	0.03	0.017
1.538	83	-0.009	0.1316	0.1177	0.3187	0.2018	0.1976	0.012	0.033	0.14	0.569	0.652	0.507	0.157	0.03	0.017
